Contract,Date,pClose,pSettle,Open,High,Low,Close,Settle,UpDown1,UpDown2,Volume,Amount,OpenInterest
p1001,2009-06-16,6240,6232,6976.07599715939,7040.91772918426,6947.00901383789,7031.97404200842,6260,58,28,231684,1450682.1,119296
p1001,2009-06-17,6290,6260,7000.67113689296,7036.44588559634,6982.78376254126,7016.32258945069,6270,16,10,209784,1315687.34,129036
p1001,2009-06-18,6276,6270,7027.50219842049,7027.50219842049,6862.04398566735,6882.16728181301,6200,-114,-70,327478,2030370.27,153926
p1001,2009-06-19,6156,6200,6908.99834334054,6917.94203051639,6850.86437669755,6879.93136001905,6154,-46,-46,294210,1811044.98,157344
p1001,2009-06-22,6154,6154,6797.20225364248,6855.33622028547,6765.89934852702,6794.96633184852,6096,-76,-58,296196,1805964.56,166500
p1001,2009-06-23,6078,6096,6725.65275623571,6761.42750493909,6649.63141524102,6741.30420879344,6002,-66,-94,463190,2780211.9,187300
p1001,2009-06-24,6030,6002,6752.48381776325,6759.19158314513,6680.93432035649,6714.47314726591,6008,4,6,389276,2339359.18,190048
p1001,2009-06-25,6006,6008,6707.76538188402,6886.63912540093,6678.69839856252,6866.51582925528,6104,134,96,798562,4875102.58,194082
p1001,2009-06-26,6142,6104,6908.99834334054,6949.24493563184,6873.22359463716,6933.59348307412,6196,98,92,488778,3028983.78,200396
p1001,2009-06-29,6202,6196,6864.27990746132,6902.29057795866,6774.84303570286,6774.84303570286,6124,-136,-72,523470,3205738.79,207104
p1001,2009-06-30,6060,6124,6819.56147158209,6864.27990746132,6797.20225364248,6826.26923696398,6108,-18,-16,388610,2373673.16,205646
p1001,2009-07-01,6106,6108,6786.02264467267,6882.16728181301,6781.55080108474,6870.9876728432,6132,38,24,364748,2237054.04,215144
p1001,2009-07-02,6146,6132,6886.63912540093,6895.58281257677,6692.11392932629,6694.34985112026,6062,-144,-70,559490,3391841.19,258648
p1001,2009-07-03,5988,6062,6660.81102421083,6676.46247676856,6439.45476660866,6490.88096786977,5866,-256,-196,708912,4159255.69,265416
p1001,2009-07-06,5806,5866,6497.58873325166,6531.12756016107,6432.74700122678,6464.04990634224,5800,-84,-66,621500,3605137.68,258432
p1001,2009-07-07,5782,5800,6477.465437106,6522.18387298523,6410.38778328716,6452.87029737243,5774,-28,-26,615494,3554301.43,268502
p1001,2009-07-08,5772,5774,6300.82761538306,6300.82761538306,6142.0771680118,6168.90822953934,5542,-256,-232,541326,3000679.5,271690
p1001,2009-07-09,5518,5542,6146.54901159973,6238.22180515214,6144.31308980576,6218.09850900649,5542,20,0,547654,3035855.84,269528
p1001,2009-07-10,5562,5542,6227.04219618234,6300.82761538306,6135.36940262992,6233.74996156422,5570,34,28,788510,4393566.56,283678
p1001,2009-07-13,5576,5570,6276.23247564948,6276.23247564948,6171.1441513333,6173.38007312726,5568,-48,-2,543458,3025999.29,274000
p1001,2009-07-14,5522,5568,6238.22180515214,6285.17616282533,6204.68297824272,6278.46839744344,5592,48,24,574458,3213228.93,276840
p1001,2009-07-15,5616,5592,6271.76063206156,6405.91593969924,6271.76063206156,6403.68001790528,5688,136,96,653368,3716405.77,270906
p1001,2009-07-16,5728,5688,6394.73633072944,6414.85962687508,6320.95091152871,6370.14119099586,5690,10,2,622070,3540810.91,264274
p1001,2009-07-17,5698,5690,6350.01789485021,6430.51107943281,6329.89459870455,6403.68001790528,5720,38,30,552998,3163580.16,270020
p1001,2009-07-20,5728,5720,6484.17320248789,6531.12756016107,6464.04990634224,6524.41979477919,5808,116,88,575274,3342100.54,275106
p1001,2009-07-21,5836,5808,6504.29649863354,6551.25085630673,6446.16253199055,6457.34214096035,5810,-32,2,523596,3042108.36,279778
p1001,2009-07-22,5776,5810,6430.51107943281,6472.99359351808,6381.32079996566,6390.26448714151,5746,-94,-64,591434,3398620.47,281658
p1001,2009-07-23,5716,5746,6419.33147046301,6450.63437557847,6396.9722525234,6426.03923584489,5748,2,2,431572,2480698.84,269966
p1001,2009-07-24,5748,5748,6448.39845378451,6457.34214096035,6316.47906794079,6334.36644229248,5704,-82,-44,446772,2548406.26,278010
