Date,Open,High,Low,Close,Adj Close,Volume
1998-07-01,15852.099609375,16362.8896484375,15739.759765625,16362.8896484375,16362.8896484375,0
1998-07-02,16433.470703125,16743.359375,16432.619140625,16471.580078125,16471.580078125,0
1998-07-03,16354.599609375,16625.419921875,16289.66015625,16511.240234375,16511.240234375,0
1998-07-06,16433.669921875,16488.509765625,16350.4501953125,16350.4501953125,16350.4501953125,0
1998-07-07,16354.349609375,16531.220703125,16354.349609375,16416.279296875,16416.279296875,0
1998-07-08,16528.119140625,16635.859375,16497.30078125,16530.970703125,16530.970703125,0
1998-07-09,16492.509765625,16492.509765625,16370.080078125,16446.94921875,16446.94921875,0
1998-07-10,16464.7890625,16531.470703125,16066.0302734375,16090.0595703125,16090.0595703125,0
1998-07-13,15993.16015625,16360.3896484375,15804.349609375,16360.3896484375,16360.3896484375,0
1998-07-14,16379.919921875,16489.41015625,16331.3701171875,16488.91015625,16488.91015625,0
1998-07-15,16599.55078125,16614.140625,16435.4609375,16614.140625,16614.140625,0
1998-07-16,16605.240234375,16756.890625,16498.25,16731.919921875,16731.919921875,0
1998-07-17,16732.0703125,16732.0703125,16569.779296875,16570.779296875,16570.779296875,0
1998-07-21,16619.779296875,16698.150390625,16407.740234375,16556.689453125,16556.689453125,0
1998-07-22,16460.689453125,16460.689453125,16286.5595703125,16293.0595703125,16293.0595703125,0
1998-07-23,16268.48046875,16320.5302734375,16158.4404296875,16188.009765625,16188.009765625,0
1998-07-24,16120.8798828125,16418.380859375,16091.41015625,16361.8896484375,16361.8896484375,0
1998-07-27,16281.9697265625,16281.9697265625,15944.259765625,15944.3603515625,15944.3603515625,0
1998-07-28,16018.8798828125,16180.26953125,15958.1904296875,16114.5400390625,16114.5400390625,0
1998-07-29,16074.1796875,16282.3203125,16047.25,16158.08984375,16158.08984375,0
1998-07-30,16190.7099609375,16311.5400390625,16190.7099609375,16201.599609375,16201.599609375,0
1998-07-31,16286.6103515625,16399.900390625,16286.6103515625,16378.9697265625,16378.9697265625,0
1998-08-03,16303.599609375,16303.599609375,16104.5498046875,16165.080078125,16165.080078125,0
1998-08-04,16061.4404296875,16180.919921875,16004.25,16023.580078125,16023.580078125,0
1998-08-05,16015.1298828125,16019.330078125,15817.0302734375,15992.16015625,15992.16015625,0
1998-08-06,16048.150390625,16075.7197265625,15834.76953125,15876.2197265625,15876.2197265625,0
1998-08-07,15924.5302734375,16037.259765625,15797.2998046875,15829.169921875,15829.169921875,0
1998-08-10,15800.349609375,15800.349609375,15595.7001953125,15626.419921875,15626.419921875,0
1998-08-11,15571.23046875,15630.0703125,15310.58984375,15406.990234375,15406.990234375,0
1998-08-12,15287.3095703125,15534.0703125,15269.830078125,15378.9697265625,15378.9697265625,0
1998-08-13,15412.990234375,15476.3203125,15239.7099609375,15382.01953125,15382.01953125,0
1998-08-14,15305.08984375,15355.08984375,15049.4501953125,15123.9296875,15123.9296875,0
1998-08-17,15130.76953125,15137.66015625,14655.6904296875,14794.66015625,14794.66015625,0
1998-08-18,14896.7001953125,15102.900390625,14845.75,15063.7900390625,15063.7900390625,0
1998-08-19,15164.240234375,15416.48046875,15161.83984375,15406.33984375,15406.33984375,0
1998-08-20,15445.75,15445.75,15236.259765625,15391.41015625,15391.41015625,0
1998-08-21,15277.1201171875,15416.8798828125,15226.6201171875,15298.2001953125,15298.2001953125,0
1998-08-24,15145.25,15145.25,14859.33984375,14988.3603515625,14988.3603515625,0
1998-08-25,15070.23046875,15226.9697265625,15070.23046875,15072.9296875,15072.9296875,0
1998-08-26,15113.0400390625,15113.0400390625,14866.0302734375,14866.0302734375,14866.0302734375,0
1998-08-27,14794.41015625,14794.41015625,14378.669921875,14413.7900390625,14413.7900390625,0
1998-08-28,14289.2099609375,14289.2099609375,13792.759765625,13915.6298828125,13915.6298828125,0
1998-08-31,13955.7900390625,14224.1796875,13845.150390625,14107.8896484375,14107.8896484375,0
1998-09-01,13979.8203125,14369.830078125,13664.740234375,14369.6298828125,14369.6298828125,0
1998-09-02,14361.0400390625,14589.41015625,14287.16015625,14376.6201171875,14376.6201171875,0
1998-09-03,14362.5400390625,14368.2802734375,14207.83984375,14261.240234375,14261.240234375,0
1998-09-04,14158.33984375,14185.8603515625,14042.91015625,14042.91015625,14042.91015625,0
1998-09-07,13984.4697265625,14790.0595703125,13912.6904296875,14790.0595703125,14790.0595703125,0
1998-09-08,14766.9296875,15294.259765625,14766.9296875,14913.490234375,14913.490234375,0
1998-09-09,14968.1796875,15099.849609375,14629.6201171875,14755.5400390625,14755.5400390625,0
1998-09-10,14805.2900390625,14902,14530.919921875,14666.0302734375,14666.0302734375,0
1998-09-11,14551.25,14551.25,13725.6201171875,13916.98046875,13916.98046875,0
1998-09-14,13979.3203125,14329.919921875,13844.3095703125,14227.3701171875,14227.3701171875,0
1998-09-16,14229.3203125,14375.5703125,14176.01953125,14197.7001953125,14197.7001953125,0
1998-09-17,14213.490234375,14279.76953125,13784.0703125,13859.1396484375,13859.1396484375,0
1998-09-18,13799.75,14006.08984375,13697.75,13983.1201171875,13983.1201171875,0
1998-09-21,13875.76953125,13875.76953125,13580.7197265625,13597.2998046875,13597.2998046875,0
1998-09-22,13640.5595703125,13871.48046875,13521.1298828125,13789.8095703125,13789.8095703125,0
1998-09-24,13896.7900390625,14297.5,13896.7900390625,14205.7802734375,14205.7802734375,0
1998-09-25,14057.849609375,14057.849609375,13678.4697265625,13723.83984375,13723.83984375,0
1998-09-28,13760.740234375,14121.4697265625,13687.0302734375,13909.3701171875,13909.3701171875,0
1998-09-29,13937.8203125,13952.349609375,13553.01953125,13821.4296875,13821.4296875,0
1998-09-30,13878.6796875,13966.76953125,13406.3896484375,13406.3896484375,13406.3896484375,0
1998-10-01,13377.240234375,13558.4501953125,13018.75,13197.1201171875,13197.1201171875,0
1998-10-02,13141.5595703125,13320.23046875,12973.240234375,13223.6904296875,13223.6904296875,0
1998-10-05,13185.98046875,13185.98046875,12910.26953125,12948.1201171875,12948.1201171875,0
1998-10-06,12936.3798828125,13216.2802734375,12927.7802734375,13021.6396484375,13021.6396484375,0
1998-10-07,13095.900390625,13825.6103515625,13095.900390625,13825.6103515625,13825.6103515625,0
1998-10-08,13749.009765625,13749.009765625,12987.91015625,13026.0595703125,13026.0595703125,0
1998-10-09,12923.4501953125,13301.5302734375,12787.900390625,12879.9697265625,12879.9697265625,0
1998-10-12,12977.8203125,13572.8701171875,12977.8203125,13555.009765625,13555.009765625,0
1998-10-13,13538.7998046875,13591.8203125,13241.2001953125,13242.7900390625,13242.7900390625,0
1998-10-14,13264.6201171875,13454.0400390625,13057.0498046875,13070.73046875,13070.73046875,0
1998-10-15,13113.3603515625,13184.6396484375,12892.9599609375,12995.3701171875,12995.3701171875,0
1998-10-16,13109.330078125,13309.990234375,13109.330078125,13280.5400390625,13280.5400390625,0
1998-10-19,13263.1796875,13786.3603515625,13263.1796875,13567.2001953125,13567.2001953125,0
1998-10-20,13569.1396484375,13808.83984375,13483.240234375,13808.0498046875,13808.0498046875,0
1998-10-21,13921.3603515625,14366.8896484375,13921.3603515625,14216.330078125,14216.330078125,0
1998-10-22,14287.75,14742.4404296875,14245.76953125,14295.5595703125,14295.5595703125,0
1998-10-23,14327.650390625,14523.48046875,14042.6298828125,14144.7001953125,14144.7001953125,0
1998-10-26,14054.8603515625,14054.8603515625,13806.3603515625,13843.4599609375,13843.4599609375,0
1998-10-27,13855.0498046875,14054.8603515625,13762.4404296875,13820.6796875,13820.6796875,0
1998-10-28,13804.3203125,13920.8095703125,13516.0703125,13516.0703125,13516.0703125,0
1998-10-29,13566.7998046875,13727.01953125,13432.099609375,13668.7197265625,13668.7197265625,0
1998-10-30,13732.1904296875,13835.5595703125,13454.6396484375,13564.509765625,13564.509765625,0
1998-11-02,13648.2802734375,13952.75,13648.2802734375,13952.75,13952.75,0
1998-11-04,14095.650390625,14527.8095703125,14095.650390625,14527.8095703125,14527.8095703125,0
1998-11-05,14624.4501953125,14625.150390625,14180.7099609375,14341.3701171875,14341.3701171875,0
1998-11-06,14308.990234375,14308.990234375,14121.9697265625,14121.9697265625,14121.9697265625,0
1998-11-09,14172.7998046875,14362.66015625,14063.26953125,14194.5400390625,14194.5400390625,0
1998-11-10,14154,14270.0498046875,14099.23046875,14108.08984375,14108.08984375,0
1998-11-11,14137.6298828125,14428.01953125,14065.509765625,14428.01953125,14428.01953125,0
1998-11-12,14364.849609375,14418.080078125,14075.0595703125,14075.0595703125,14075.0595703125,0
1998-11-13,14119.3798828125,14268.2099609375,13984.6796875,14268.2099609375,14268.2099609375,0
1998-11-16,14339.4296875,14450.5595703125,14205.1298828125,14428.26953125,14428.26953125,0
1998-11-17,14475.8798828125,14480.5,14276.8095703125,14413,14413,0
1998-11-18,14396.08984375,14701.4501953125,14383.3603515625,14599.23046875,14599.23046875,0
1998-11-19,14557.099609375,14642.9599609375,14354.41015625,14354.4599609375,14354.4599609375,0
1998-11-20,14461.2001953125,14779.9404296875,14461.2001953125,14779.9404296875,14779.9404296875,0
1998-11-24,14904.2001953125,15164.6396484375,14904.2001953125,15164.6396484375,15164.6396484375,0
1998-11-25,15108.0400390625,15124.599609375,14942.099609375,15073.4697265625,15073.4697265625,0
1998-11-26,15101.6201171875,15219.8095703125,15043.7197265625,15207.76953125,15207.76953125,0
1998-11-27,15188.76953125,15320.23046875,15069.3896484375,15069.3896484375,15069.3896484375,0
1998-11-30,15107.08984375,15139.8701171875,14883.1103515625,14883.7001953125,14883.7001953125,0
1998-12-01,14821.5302734375,14931.16015625,14763.8798828125,14835.41015625,14835.41015625,0
1998-12-02,14863.7099609375,15011.08984375,14781.7802734375,14986.6201171875,14986.6201171875,0
1998-12-03,14875.599609375,14875.599609375,14589.6298828125,14697.080078125,14697.080078125,0
1998-12-04,14641.41015625,14654.2001953125,14536.009765625,14639.9697265625,14639.9697265625,0
1998-12-07,14703.6396484375,14748.91015625,14650.419921875,14723.490234375,14723.490234375,0
1998-12-08,14775.01953125,14916.08984375,14775.01953125,14808.2001953125,14808.2001953125,0
1998-12-09,14751.7900390625,14931.900390625,14700.66015625,14931.900390625,14931.900390625,0
1998-12-10,14890.919921875,15007.009765625,14807.400390625,14807.7998046875,14807.7998046875,0
1998-12-11,14729.9501953125,14729.9501953125,14382.0595703125,14405.6396484375,14405.6396484375,0
1998-12-14,14349.1796875,14349.1796875,14103.8603515625,14111.6201171875,14111.6201171875,0
1998-12-15,14084.9599609375,14192.599609375,13965.2802734375,14011.1904296875,14011.1904296875,0
1998-12-16,14092.3203125,14157.5302734375,14016.8095703125,14096.2998046875,14096.2998046875,0
1998-12-17,14064.2197265625,14169.3203125,13917.330078125,14126.990234375,14126.990234375,0
1998-12-18,14161.4599609375,14269.5,14078.1396484375,14194.2900390625,14194.2900390625,0
1998-12-21,14158.8203125,14158.8203125,14038.7001953125,14152.9501953125,14152.9501953125,0
1998-12-22,14183.740234375,14185.5400390625,13722.099609375,13779.4501953125,13779.4501953125,0
1998-12-24,13810.580078125,13815.2099609375,13657.0302734375,13706.73046875,13706.73046875,0
1998-12-25,13768.650390625,13918.23046875,13768.650390625,13797.9501953125,13797.9501953125,0
1998-12-28,13876.5400390625,13894.5498046875,13703.2900390625,13709.0595703125,13709.0595703125,0
1998-12-29,13780.4404296875,13846.900390625,13664.7900390625,13846.900390625,13846.900390625,0
1998-12-30,13832.3203125,13913.5498046875,13812.8701171875,13842.169921875,13842.169921875,0
1999-01-04,13779.0498046875,13779.0498046875,13415.8896484375,13415.8896484375,13415.8896484375,0
1999-01-05,13437.0302734375,13437.0302734375,13122.6103515625,13232.740234375,13232.740234375,0
1999-01-06,13281.6904296875,13475.6298828125,13216.1796875,13468.4599609375,13468.4599609375,0
1999-01-07,13576,13854.16015625,13516.41015625,13536.5595703125,13536.5595703125,0
1999-01-08,13507.0595703125,13507.0595703125,13328.33984375,13391.8095703125,13391.8095703125,0
1999-01-11,13354.41015625,13452.8896484375,13224.6298828125,13368.48046875,13368.48046875,0
1999-01-12,13313.4697265625,13535.66015625,13212.2998046875,13360.9697265625,13360.9697265625,0
1999-01-13,13353.8095703125,13444.33984375,13313.76953125,13403.599609375,13403.599609375,0
1999-01-14,13369.080078125,13738.8603515625,13369.080078125,13738.8603515625,13738.8603515625,0
1999-01-18,13762.33984375,13964.1904296875,13754.580078125,13805.0595703125,13805.0595703125,0
1999-01-19,13840.580078125,13883.009765625,13756.9599609375,13770.4404296875,13770.4404296875,0
1999-01-20,13794.919921875,14028.0498046875,13738.9599609375,14028.0498046875,14028.0498046875,0
1999-01-21,14048.849609375,14331.23046875,14009.4501953125,14245.419921875,14245.419921875,0
1999-01-22,14235.669921875,14407.23046875,14154.400390625,14154.400390625,14154.400390625,0
1999-01-25,14141.5595703125,14251.08984375,14076.349609375,14208.8095703125,14208.8095703125,0
